SKU_ID,Category,Hub,Avg_Daily_Demand,Lead_Time_Days,Current_Stock,Unit_Cost,Stock_Aging_Days,Replenishment_Cycle_Days,Book_to_Ship_Days,Book_to_Deliver_Days,Demand_StdDev,Safety_Stock,Reorder_Point
MYT-SKU-00260,Apparel,HongKong,6.73,20,352,397.05,108,14,2,4,3.358,24.78,159.38
MYT-SKU-00261,Footwear,Munich,5.28,5,164,56.17,314,7,4,9,2.348,8.66,35.06
MYT-SKU-00262,Accessories,Munich,8.39,5,729,27.81,254,14,1,4,3.126,11.53,53.48
MYT-SKU-00263,Apparel,HongKong,3.87,23,251,390.79,62,28,0,6,2.459,19.46,108.47
MYT-SKU-00264,Apparel,Munich,8.57,5,304,40.87,145,7,1,3,3.217,11.87,54.72
MYT-SKU-00265,Bags,HongKong,6.8,21,607,714.04,9,7,0,2,3.841,29.04,171.84
MYT-SKU-00266,Footwear,Munich,4.03,7,126,48.12,46,14,0,3,2.722,11.88,40.09
MYT-SKU-00267,Footwear,Leipzig,9.47,6,377,374.95,122,21,3,10,3.634,14.69,71.51
MYT-SKU-00268,Footwear,Leipzig,3.3,5,217,434.25,32,14,2,5,2.004,7.39,23.89
MYT-SKU-00269,Apparel,Leipzig,8.09,4,466,262.89,5,28,0,6,2.933,9.68,42.04
MYT-SKU-00270,Apparel,Leipzig,8.12,8,624,86.12,20,14,3,4,2.941,13.73,78.69
MYT-SKU-00271,Bags,Munich,8.13,6,530,132.56,302,7,2,9,3.568,14.42,63.2
MYT-SKU-00272,Bags,Munich,5.26,6,307,551.99,252,14,2,6,3.172,12.82,44.38
MYT-SKU-00273,Bags,Munich,8.13,3,327,66.38,20,14,0,3,2.664,7.61,32.0
MYT-SKU-00274,Accessories,Leipzig,4.55,5,169,312.43,110,14,2,7,3.089,11.4,34.15
MYT-SKU-00275,Apparel,Leipzig,8.47,6,189,138.23,172,28,2,5,2.941,11.89,62.71
MYT-SKU-00276,Apparel,HongKong,6.86,22,310,417.87,96,14,4,5,3.391,26.24,177.16
MYT-SKU-00277,Bags,Leipzig,4.13,6,306,407.37,75,14,1,4,2.711,10.96,35.74
MYT-SKU-00278,Footwear,Leipzig,6.11,5,222,109.39,32,14,4,11,3.399,12.54,43.09
MYT-SKU-00279,Footwear,Leipzig,5.88,8,477,382.82,70,21,2,3,2.604,12.15,59.19
MYT-SKU-00280,Bags,Munich,3.4,3,255,708.26,57,7,4,10,2.005,5.73,15.93
MYT-SKU-00281,Bags,Munich,3.5,4,314,540.86,71,28,4,11,2.381,7.86,21.86
MYT-SKU-00282,Apparel,NewJersey,8.34,12,579,317.67,302,14,3,4,4.235,24.21,124.29
MYT-SKU-00283,Apparel,NewJersey,7.41,12,139,387.35,292,7,1,7,3.949,22.57,111.49
MYT-SKU-00284,Apparel,Munich,9.08,3,540,20.86,181,7,0,1,3.986,11.39,38.63
MYT-SKU-00285,Footwear,Leipzig,2.39,8,90,401.35,290,21,0,4,1.445,6.74,25.86
MYT-SKU-00286,Apparel,HongKong,11.31,20,974,121.4,62,7,3,5,4.266,31.48,257.68
MYT-SKU-00287,Apparel,Leipzig,6.22,7,425,270.64,6,14,0,1,3.426,14.96,58.5
MYT-SKU-00288,Apparel,Munich,3.57,6,263,207.89,259,14,4,8,2.817,11.39,32.81
MYT-SKU-00289,Apparel,Munich,5.61,7,320,201.85,289,21,2,5,2.804,12.24,51.51
MYT-SKU-00290,Footwear,Leipzig,6.74,7,590,209.26,294,21,4,11,3.147,13.74,60.92
MYT-SKU-00291,Apparel,NewJersey,9.4,12,261,311.49,213,14,4,6,4.565,26.09,138.89
MYT-SKU-00292,Apparel,Leipzig,8.92,6,394,308.09,288,7,3,4,4.158,16.81,70.33
MYT-SKU-00293,Bags,Munich,3.27,3,172,282.62,248,7,1,8,1.537,4.39,14.2
MYT-SKU-00294,Apparel,Munich,8.28,5,468,446.87,202,14,4,5,4.244,15.66,57.06
MYT-SKU-00295,Apparel,HongKong,6.37,22,466,435.25,8,21,3,4,2.453,18.98,159.12
MYT-SKU-00296,Apparel,HongKong,7.44,23,518,80.86,105,14,3,5,3.81,30.15,201.27
MYT-SKU-00297,Bags,Leipzig,2.91,4,56,501.24,142,21,2,3,1.831,6.04,17.68
MYT-SKU-00298,Apparel,Leipzig,6.57,5,455,236.17,91,21,3,6,2.324,8.57,41.42
MYT-SKU-00299,Footwear,Munich,3.79,4,131,130.65,285,7,4,6,2.725,8.99,24.15
MYT-SKU-00300,Apparel,HongKong,8.97,23,414,366.03,299,28,0,6,2.448,19.37,225.68
MYT-SKU-00301,Apparel,HongKong,12.07,20,589,110.35,278,7,0,5,4.199,30.98,272.38
MYT-SKU-00302,Apparel,Munich,7.9,5,529,305.6,323,14,4,8,2.708,9.99,49.49
MYT-SKU-00303,Apparel,HongKong,5.03,22,332,334.35,210,14,0,6,2.07,16.02,126.68
MYT-SKU-00304,Footwear,Munich,3.27,4,142,188.37,56,14,2,5,2.137,7.05,20.13
MYT-SKU-00305,Footwear,Munich,5.94,5,451,28.57,227,14,1,4,3.508,12.94,42.64
MYT-SKU-00306,Accessories,Munich,4.86,3,117,152.15,198,7,3,4,3.252,9.29,23.87
MYT-SKU-00307,Apparel,Munich,11.18,7,363,366.38,251,7,1,5,3.012,13.15,91.41
MYT-SKU-00308,Apparel,Munich,6.15,3,288,306.76,273,7,0,5,3.294,9.41,27.86
MYT-SKU-00309,Bags,Leipzig,3.88,4,122,359.16,106,14,1,5,2.525,8.33,23.85
MYT-SKU-00310,Apparel,Leipzig,9.51,6,804,323.76,172,28,2,7,3.327,13.45,70.51
MYT-SKU-00311,Apparel,Leipzig,7.1,5,601,106.6,48,14,0,3,2.313,8.53,44.03
MYT-SKU-00312,Apparel,Munich,9.34,5,260,417.54,14,14,3,6,3.554,13.11,59.81
MYT-SKU-00313,Apparel,Munich,8.08,4,372,379.64,174,14,4,10,3.832,12.65,44.97
MYT-SKU-00314,Accessories,Leipzig,7.22,7,645,26.17,240,14,2,8,2.161,9.43,59.97
MYT-SKU-00315,Bags,Leipzig,7.13,8,117,488.5,121,21,0,4,2.842,13.26,70.3
MYT-SKU-00316,Footwear,Munich,6.48,6,118,133.51,132,7,2,4,2.166,8.75,47.63
MYT-SKU-00317,Apparel,NewJersey,7.26,10,568,229.13,104,21,4,5,2.261,11.8,84.4
MYT-SKU-00318,Apparel,HongKong,5.53,20,241,98.35,99,7,3,7,2.26,16.68,127.28
MYT-SKU-00319,Apparel,NewJersey,10.38,9,725,333.46,134,7,1,7,4.579,22.67,116.09
MYT-SKU-00320,Apparel,Leipzig,5.39,5,331,31.66,329,7,2,4,2.571,9.49,36.44
MYT-SKU-00321,Apparel,Munich,8.48,3,569,254.46,192,7,4,11,3.814,10.9,36.34
MYT-SKU-00322,Footwear,Leipzig,6.43,4,192,60.22,353,14,2,6,3.729,12.31,38.03
MYT-SKU-00323,Footwear,Munich,4.25,7,238,146.62,86,14,4,8,1.657,7.23,36.98
MYT-SKU-00324,Apparel,Leipzig,4.23,5,268,96.68,93,21,2,4,2.794,10.31,31.46
MYT-SKU-00325,Accessories,Munich,12.41,6,700,201.97,338,14,4,9,3.122,12.62,87.08
MYT-SKU-00326,Footwear,HongKong,4.74,21,407,222.83,56,28,1,2,1.825,13.8,113.34
MYT-SKU-00327,Footwear,Munich,9.29,3,151,300.69,79,14,2,7,3.845,10.99,38.86
MYT-SKU-00328,Footwear,NewJersey,11.85,11,369,208.96,151,21,1,7,4.47,24.46,154.81
MYT-SKU-00329,Apparel,NewJersey,13.97,9,287,329.41,291,28,4,6,4.864,24.08,149.81
MYT-SKU-00330,Apparel,Leipzig,6.77,7,591,365.36,15,7,2,4,2.554,11.15,58.54
MYT-SKU-00331,Apparel,HongKong,4.72,19,154,447.24,338,14,2,7,1.97,14.17,103.85
MYT-SKU-00332,Bags,Leipzig,9.29,8,655,105.87,313,21,4,6,2.703,12.61,86.93
MYT-SKU-00333,Apparel,HongKong,12.4,19,321,191.14,2,28,1,8,3.489,25.09,260.69
MYT-SKU-00334,Apparel,Leipzig,13.1,5,248,123.33,286,14,4,5,3.939,14.53,80.03
MYT-SKU-00335,Apparel,HongKong,5.8,23,170,329.44,258,14,3,7,3.446,27.27,160.67
MYT-SKU-00336,Apparel,Leipzig,8.58,4,306,237.88,139,7,4,5,4.33,14.29,48.61
MYT-SKU-00337,Bags,NewJersey,6.02,9,297,97.22,165,28,1,7,2.018,9.99,64.17
MYT-SKU-00338,Footwear,Leipzig,2.06,6,34,39.5,173,28,3,5,1.169,4.72,17.08
MYT-SKU-00339,Apparel,Leipzig,5.42,4,332,231.36,349,21,3,5,2.813,9.28,30.96
MYT-SKU-00340,Apparel,HongKong,4.93,23,317,165.61,325,7,3,5,2.498,19.77,133.16
MYT-SKU-00341,Apparel,HongKong,7.7,19,284,242.73,332,7,3,6,3.206,23.06,169.36
MYT-SKU-00342,Apparel,Leipzig,5.82,6,203,120.94,308,28,2,4,3.58,14.47,49.39
MYT-SKU-00343,Apparel,Munich,12.91,6,378,181.79,289,14,0,3,4.693,18.97,96.43
MYT-SKU-00344,Apparel,Leipzig,11.98,6,373,438.61,132,14,4,11,3.14,12.69,84.57
MYT-SKU-00345,Apparel,NewJersey,11.47,11,732,117.62,341,14,3,7,5.046,27.61,153.78
MYT-SKU-00346,Footwear,HongKong,3.13,19,189,22.25,288,14,2,8,2.04,14.67,74.14
MYT-SKU-00347,Footwear,HongKong,7.29,22,610,416.13,26,7,1,8,3.238,25.06,185.44
MYT-SKU-00348,Apparel,Munich,6.98,7,538,363.93,17,28,3,6,3.925,17.13,65.99
MYT-SKU-00349,Apparel,Leipzig,13.84,8,805,211.06,174,28,3,10,3.24,15.12,125.84
MYT-SKU-00350,Footwear,Leipzig,3.75,5,103,245.22,169,21,1,3,1.666,6.15,24.9
MYT-SKU-00351,Apparel,HongKong,10.51,21,413,158.89,344,7,0,7,2.965,22.42,243.13
MYT-SKU-00352,Bags,Munich,3.16,5,160,119.49,285,21,0,2,1.692,6.24,22.04
MYT-SKU-00353,Footwear,NewJersey,1.95,10,91,129.39,36,21,2,3,1.621,8.46,27.96
MYT-SKU-00354,Apparel,Leipzig,8.98,4,178,168.76,297,7,1,6,3.279,10.82,46.74
MYT-SKU-00355,Apparel,Munich,13.14,7,550,255.31,271,21,0,1,4.521,19.74,111.72
MYT-SKU-00356,Footwear,Munich,6.51,7,189,135.66,26,7,3,4,2.879,12.57,58.14
MYT-SKU-00357,Apparel,Munich,7.43,4,432,153.48,197,21,3,8,3.478,11.48,41.2
MYT-SKU-00358,Footwear,Leipzig,0.91,5,77,252.07,350,28,4,6,0.925,3.41,7.96
MYT-SKU-00359,Accessories,Munich,7.06,4,180,135.72,105,14,4,10,3.482,11.49,39.73
MYT-SKU-00360,Footwear,Munich,4.57,6,364,437.7,77,14,0,2,3.156,12.76,40.18
MYT-SKU-00361,Apparel,HongKong,5.94,21,206,207.51,154,7,4,11,2.017,15.25,139.99
MYT-SKU-00362,Footwear,Munich,4.76,7,317,365.88,16,14,2,3,2.352,10.27,43.59
MYT-SKU-00363,Apparel,Munich,5.97,3,362,310.07,234,7,4,5,3.175,9.07,26.98
MYT-SKU-00364,Apparel,Leipzig,6.27,7,197,71.24,122,14,2,6,2.344,10.23,54.12
MYT-SKU-00365,Accessories,Leipzig,4.42,6,189,354.46,261,21,3,5,2.079,8.4,34.92
MYT-SKU-00366,Apparel,HongKong,6.7,22,375,120.58,82,14,0,2,3.8,29.41,176.81
MYT-SKU-00367,Accessories,Leipzig,4.75,6,396,402.29,137,21,2,3,2.88,11.64,40.14
MYT-SKU-00368,Accessories,HongKong,3.38,20,97,328.18,119,14,0,2,2.69,19.85,87.45
MYT-SKU-00369,Apparel,Leipzig,9.61,4,392,326.13,172,28,4,8,4.628,15.27,53.71
MYT-SKU-00370,Apparel,Munich,6.53,4,585,145.98,255,14,2,3,2.562,8.45,34.57
MYT-SKU-00371,Apparel,Munich,8.55,7,635,184.07,286,14,1,5,4.081,17.82,77.67
MYT-SKU-00372,Apparel,Leipzig,9.09,8,398,332.4,252,7,4,8,2.949,13.76,86.48
MYT-SKU-00373,Apparel,Leipzig,8.32,8,214,171.2,218,7,0,7,3.884,18.13,84.69
MYT-SKU-00374,Footwear,HongKong,8.04,23,423,210.37,2,21,4,8,3.849,30.46,215.38
MYT-SKU-00375,Apparel,Leipzig,8.51,7,500,256.81,174,28,3,6,4.311,18.82,78.39
MYT-SKU-00376,Apparel,Leipzig,7.94,4,273,142.67,91,7,1,4,4.219,13.92,45.68
MYT-SKU-00377,Bags,Munich,4.53,3,310,554.12,138,14,0,7,2.652,7.58,21.17
MYT-SKU-00378,Apparel,Munich,11.41,7,634,132.28,202,7,1,5,4.441,19.39,99.26
MYT-SKU-00379,Bags,Leipzig,12.21,6,519,56.27,242,21,1,6,4.785,19.34,92.6
MYT-SKU-00380,Apparel,Leipzig,8.09,5,297,356.61,30,28,1,3,3.936,14.52,54.97
MYT-SKU-00381,Apparel,Leipzig,6.76,8,246,174.62,302,28,0,5,3.009,14.04,68.12
MYT-SKU-00382,Footwear,Munich,2.92,5,217,382.5,77,7,3,4,1.633,6.02,20.62
MYT-SKU-00383,Footwear,Leipzig,8.32,4,436,285.17,170,7,1,3,3.971,13.1,46.38
MYT-SKU-00384,Bags,NewJersey,5.7,10,206,601.58,266,21,1,6,2.95,15.39,72.39
MYT-SKU-00385,Footwear,Munich,5.53,3,410,179.09,363,14,2,7,2.97,8.49,25.08
MYT-SKU-00386,Bags,Leipzig,6.78,4,113,411.31,55,7,4,11,2.831,9.34,36.46
MYT-SKU-00387,Apparel,NewJersey,7.63,12,684,17.55,261,14,0,1,3.997,22.85,114.41
MYT-SKU-00388,Apparel,Munich,7.62,4,622,124.59,128,21,0,4,3.915,12.92,43.4
MYT-SKU-00389,Bags,Leipzig,17.39,7,1230,632.07,331,21,4,11,3.756,16.4,138.13
MYT-SKU-00390,Bags,Munich,3.88,7,136,328.12,1,21,3,4,1.833,8.0,35.16
MYT-SKU-00391,Accessories,Leipzig,6.63,5,542,290.52,163,21,2,6,2.91,10.74,43.89
MYT-SKU-00392,Apparel,Munich,4.64,5,354,134.59,335,7,2,4,2.707,9.99,33.19
MYT-SKU-00393,Apparel,NewJersey,8.36,9,628,385.42,361,21,0,1,2.892,14.32,89.56
MYT-SKU-00394,Bags,HongKong,6.3,19,177,435.15,192,14,2,4,2.767,19.9,139.6
MYT-SKU-00395,Apparel,HongKong,5.83,22,357,409.69,124,7,4,7,2.204,17.06,145.32
MYT-SKU-00396,Accessories,HongKong,3.36,22,277,118.69,288,14,1,8,1.865,14.43,88.35
MYT-SKU-00397,Bags,Leipzig,7.33,7,387,528.94,65,14,0,3,3.31,14.45,65.76
MYT-SKU-00398,Apparel,Leipzig,8.11,5,457,20.98,126,14,0,5,2.702,9.97,50.52
MYT-SKU-00399,Bags,NewJersey,8.37,9,382,438.13,105,7,0,6,4.225,20.91,96.24
MYT-SKU-00400,Bags,NewJersey,9.14,11,596,230.46,328,7,2,5,4.429,24.24,124.78
MYT-SKU-00401,Apparel,Leipzig,9.9,5,787,65.96,263,7,0,6,3.866,14.26,63.76
MYT-SKU-00402,Accessories,NewJersey,4.72,9,251,286.52,219,7,0,3,1.932,9.56,52.04
MYT-SKU-00403,Apparel,Leipzig,12.1,8,1061,24.75,138,7,3,4,3.726,17.39,114.19
MYT-SKU-00404,Bags,Leipzig,10.69,8,484,128.72,256,7,0,5,4.293,20.04,105.56
MYT-SKU-00405,Apparel,Leipzig,5.88,7,142,174.39,197,14,4,5,2.348,10.25,51.41
MYT-SKU-00406,Bags,Munich,7.33,6,118,332.33,169,14,2,3,3.689,14.91,58.89
MYT-SKU-00407,Apparel,Munich,5.27,6,308,409.82,346,7,0,1,1.849,7.47,39.09
MYT-SKU-00408,Apparel,Munich,9.21,3,700,158.76,33,7,4,7,2.832,8.09,35.72
MYT-SKU-00409,Accessories,Leipzig,9.62,7,756,34.4,106,21,2,7,3.164,13.81,81.15
MYT-SKU-00410,Apparel,Leipzig,7.9,6,690,433.48,31,7,2,6,4.149,16.77,64.17
MYT-SKU-00411,Apparel,Leipzig,11.44,6,623,375.89,316,28,0,1,4.494,18.16,86.8
MYT-SKU-00412,Accessories,NewJersey,6.98,13,215,111.62,220,14,2,9,2.149,12.78,103.52
MYT-SKU-00413,Accessories,Leipzig,3.29,5,217,237.76,261,14,4,9,2.039,7.52,23.97
MYT-SKU-00414,Footwear,Leipzig,4.36,4,357,80.05,359,7,3,9,2.682,8.85,26.29
MYT-SKU-00415,Footwear,Munich,3.92,4,113,430.58,96,7,1,6,2.44,8.05,23.73
MYT-SKU-00416,Apparel,Munich,7.34,6,302,238.11,237,14,0,3,3.046,12.31,56.35
MYT-SKU-00417,Apparel,HongKong,7.63,19,563,218.6,290,28,2,5,2.713,19.51,164.48
MYT-SKU-00418,Apparel,Leipzig,6.84,7,223,375.04,266,28,3,7,2.775,12.11,59.99
MYT-SKU-00419,Footwear,HongKong,5.75,20,474,68.5,364,28,4,11,3.111,22.96,137.96
MYT-SKU-00420,Bags,Munich,9.63,7,753,204.45,44,14,2,4,4.129,18.03,85.44
MYT-SKU-00421,Bags,Leipzig,7.09,6,375,532.64,25,7,4,9,3.046,12.31,54.85
MYT-SKU-00422,Bags,Munich,9.28,5,834,449.47,239,21,1,5,4.388,16.19,62.59
MYT-SKU-00423,Apparel,Munich,10.83,5,402,81.65,295,14,2,6,4.841,17.86,72.01
MYT-SKU-00424,Apparel,Munich,7.08,3,601,104.27,161,21,1,2,3.586,10.25,31.49
MYT-SKU-00425,Apparel,Munich,12.59,6,464,397.37,78,14,4,10,3.343,13.51,89.05
MYT-SKU-00426,Apparel,Munich,12.19,5,818,372.79,253,7,1,3,4.942,18.23,79.18
MYT-SKU-00427,Apparel,Munich,12.34,6,884,18.52,91,7,3,5,3.926,15.87,89.91
MYT-SKU-00428,Bags,NewJersey,3.33,11,212,686.02,94,7,3,8,1.743,9.54,46.17
MYT-SKU-00429,Apparel,Munich,6.23,4,344,266.77,65,21,4,6,3.369,11.12,36.04
MYT-SKU-00430,Apparel,Munich,9.89,7,632,218.4,149,14,2,8,3.399,14.84,84.07
MYT-SKU-00431,Apparel,Munich,8.33,6,139,167.75,314,21,4,5,2.791,11.28,61.26
MYT-SKU-00432,Bags,Leipzig,10.02,4,812,282.56,226,14,1,5,3.835,12.66,52.74
MYT-SKU-00433,Footwear,Munich,1.92,5,106,228.63,337,7,0,5,1.223,4.51,14.11
MYT-SKU-00434,Apparel,NewJersey,8.68,10,445,104.23,235,14,0,4,3.138,16.37,103.17
MYT-SKU-00435,Apparel,NewJersey,5.67,11,329,69.59,159,14,3,7,2.482,13.58,75.95
MYT-SKU-00436,Footwear,Munich,8.83,7,510,257.72,290,21,3,8,3.212,14.02,75.83
MYT-SKU-00437,Apparel,Leipzig,8.57,6,597,210.48,110,7,0,6,3.252,13.14,64.56
MYT-SKU-00438,Bags,Munich,1.97,7,42,493.63,69,28,1,2,1.749,7.64,21.43
MYT-SKU-00439,Footwear,Leipzig,2.6,7,222,227.79,349,14,4,5,1.355,5.92,24.12
MYT-SKU-00440,Apparel,Leipzig,7.14,8,611,183.88,241,7,2,8,3.004,14.02,71.14
MYT-SKU-00441,Apparel,Munich,7.61,4,121,162.48,356,7,0,2,3.167,10.45,40.89
MYT-SKU-00442,Accessories,Munich,6.23,4,338,264.89,7,21,1,8,2.586,8.53,33.45
MYT-SKU-00443,Apparel,Leipzig,11.05,7,773,134.08,308,14,4,10,4.391,19.17,96.52
MYT-SKU-00444,Apparel,Leipzig,8.58,4,309,370.15,340,7,0,5,3.812,12.58,46.9
MYT-SKU-00445,Bags,Munich,11.2,4,705,575.36,286,7,2,8,3.899,12.87,57.67
MYT-SKU-00446,Accessories,Leipzig,9.04,7,580,294.04,21,7,4,11,4.21,18.38,81.66
MYT-SKU-00447,Accessories,Leipzig,5.84,7,183,180.95,141,7,1,6,2.132,9.31,50.19
MYT-SKU-00448,Bags,NewJersey,4.82,10,148,441.2,200,7,2,6,2.333,12.17,60.37
MYT-SKU-00449,Apparel,Munich,6.44,6,460,284.37,32,7,0,4,3.237,13.08,51.72
MYT-SKU-00450,Apparel,HongKong,16.14,22,1101,308.72,17,14,3,10,5.81,44.96,400.04
MYT-SKU-00451,Bags,Leipzig,5.45,6,435,286.54,143,7,3,9,3.273,13.23,45.93
MYT-SKU-00452,Footwear,Munich,12.99,6,1056,194.97,29,7,1,3,3.296,13.32,91.26
MYT-SKU-00453,Apparel,Leipzig,6.49,5,174,410.9,107,7,3,5,2.149,7.93,40.38
MYT-SKU-00454,Accessories,Leipzig,5.26,5,396,60.45,13,7,4,8,2.727,10.06,36.36
MYT-SKU-00455,Apparel,NewJersey,5.55,10,360,69.65,103,7,3,4,2.703,14.1,69.6
MYT-SKU-00456,Apparel,Munich,6.2,5,393,445.89,100,21,3,9,2.625,9.68,40.68
MYT-SKU-00457,Apparel,Leipzig,8.12,5,286,285.03,221,7,4,5,2.693,9.94,50.54
MYT-SKU-00458,Apparel,Leipzig,6.08,7,469,212.9,212,21,1,6,2.663,11.63,54.19
MYT-SKU-00459,Apparel,NewJersey,11.36,13,1014,64.56,254,7,0,1,3.821,22.73,170.41
MYT-SKU-00460,Apparel,Munich,8.43,5,229,294.04,133,21,1,6,2.922,10.78,52.93
MYT-SKU-00461,Apparel,NewJersey,6.02,13,424,351.72,12,7,3,9,1.984,11.8,90.06
MYT-SKU-00462,Footwear,NewJersey,2.02,9,88,244.66,179,7,1,4,1.692,8.38,26.56
MYT-SKU-00463,Footwear,Munich,9.06,7,264,33.59,219,14,0,4,4.424,19.31,82.73
MYT-SKU-00464,Footwear,HongKong,7.49,22,190,235.66,80,14,4,6,2.855,22.1,186.88
MYT-SKU-00465,Accessories,NewJersey,3.16,11,97,78.87,204,7,4,11,2.379,13.02,47.78
MYT-SKU-00466,Apparel,Munich,5.63,4,444,201.42,224,21,4,7,3.385,11.17,33.69
MYT-SKU-00467,Apparel,Leipzig,11.25,5,631,140.18,326,14,1,5,3.701,13.65,69.9
MYT-SKU-00468,Bags,Leipzig,5.4,8,442,110.79,100,21,3,5,2.447,11.42,54.62
MYT-SKU-00469,Apparel,Munich,8.54,7,710,32.78,324,21,4,7,4.161,18.16,77.94
MYT-SKU-00470,Accessories,Munich,9.39,7,247,274.29,251,14,3,8,2.677,11.69,77.42
MYT-SKU-00471,Apparel,Munich,5.47,6,340,262.86,97,7,2,4,2.674,10.81,43.63
MYT-SKU-00472,Accessories,Munich,6.04,4,114,81.92,242,14,4,10,3.075,10.15,34.31
MYT-SKU-00473,Apparel,Leipzig,7.56,4,269,414.0,126,7,0,5,3.496,11.54,41.78
MYT-SKU-00474,Bags,Munich,9.81,6,275,632.03,212,14,3,4,2.754,11.13,69.99
MYT-SKU-00475,Apparel,NewJersey,5.4,10,421,129.85,337,21,2,7,2.04,10.64,64.64
MYT-SKU-00476,Accessories,HongKong,3.59,20,152,232.83,205,7,4,8,1.896,13.99,85.79
MYT-SKU-00477,Apparel,Munich,6.67,4,597,233.88,90,7,3,7,3.479,11.48,38.16
MYT-SKU-00478,Footwear,Leipzig,0.95,5,24,90.94,229,21,3,7,1.45,5.35,10.1
MYT-SKU-00479,Accessories,Leipzig,4.64,6,149,185.32,281,7,2,4,2.614,10.56,38.4
MYT-SKU-00480,Apparel,NewJersey,6.69,10,424,291.33,247,14,0,4,3.27,17.06,83.96
MYT-SKU-00481,Footwear,Munich,1.01,7,89,231.23,283,14,1,5,1.495,6.53,13.6
MYT-SKU-00482,Footwear,Munich,2.68,4,188,179.03,320,7,0,2,1.574,5.19,15.91
MYT-SKU-00483,Apparel,NewJersey,11.01,9,269,204.19,268,21,1,5,2.87,14.21,113.3
MYT-SKU-00484,Footwear,NewJersey,0.1,11,5,293.71,354,14,0,3,0.291,1.59,2.69
MYT-SKU-00485,Footwear,HongKong,6.9,19,619,415.34,119,7,0,7,2.666,19.17,150.27
MYT-SKU-00486,Accessories,HongKong,6.11,19,123,413.99,341,7,4,8,3.156,22.7,138.79
MYT-SKU-00487,Apparel,Munich,7.65,3,278,381.87,172,28,3,10,2.797,7.99,30.94
MYT-SKU-00488,Apparel,Leipzig,3.09,7,75,208.62,2,7,0,6,2.02,8.82,30.45
MYT-SKU-00489,Accessories,Munich,5.59,4,428,446.01,238,14,3,6,1.937,6.39,28.75
MYT-SKU-00490,Bags,Munich,7.14,4,553,130.52,305,14,3,7,3.894,12.85,41.41
MYT-SKU-00491,Apparel,HongKong,5.54,19,226,214.32,340,21,3,4,2.855,20.53,125.79
MYT-SKU-00492,Footwear,Munich,3.94,4,158,248.61,128,14,3,9,2.347,7.75,23.51
MYT-SKU-00493,Apparel,Leipzig,10.1,7,768,438.38,354,14,0,3,4.2,18.34,89.04
MYT-SKU-00494,Apparel,NewJersey,8.17,10,219,222.71,51,21,1,3,4.185,21.84,103.54
MYT-SKU-00495,Apparel,Munich,7.8,4,598,297.87,165,14,3,10,3.43,11.32,42.52
MYT-SKU-00496,Apparel,NewJersey,8.07,9,180,114.67,247,14,3,9,3.623,17.93,90.56
MYT-SKU-00497,Footwear,NewJersey,6.97,11,259,241.17,9,7,4,9,2.627,14.38,91.05
MYT-SKU-00498,Apparel,Leipzig,5.94,6,314,299.95,87,28,0,1,3.355,13.56,49.2
MYT-SKU-00499,Accessories,Munich,4.55,4,109,111.93,245,7,0,2,2.883,9.51,27.71
MYT-SKU-00500,Accessories,Munich,4.03,3,83,240.58,238,7,0,6,1.636,4.68,16.77
MYT-SKU-00501,Footwear,Leipzig,2.86,6,101,300.18,307,7,1,2,2.274,9.19,26.35
MYT-SKU-00502,Apparel,Munich,11.18,5,659,133.38,263,7,3,7,3.126,11.53,67.43
MYT-SKU-00503,Apparel,Munich,9.01,7,685,215.93,57,28,2,4,2.777,12.12,75.19
MYT-SKU-00504,Bags,NewJersey,8.87,11,620,589.86,176,7,1,6,3.068,16.79,114.36
MYT-SKU-00505,Footwear,Munich,6.68,6,375,247.73,289,21,3,10,3.786,15.3,55.38
MYT-SKU-00506,Apparel,HongKong,8.04,23,519,106.29,249,14,4,11,3.441,27.23,212.15
MYT-SKU-00507,Accessories,Munich,4.22,3,233,105.83,280,14,2,3,3.004,8.59,21.25
MYT-SKU-00508,Bags,Leipzig,3.81,8,212,514.4,244,14,4,9,1.669,7.79,38.27
MYT-SKU-00509,Accessories,NewJersey,4.82,11,78,135.68,229,7,0,1,2.574,14.09,67.11
MYT-SKU-00510,Footwear,Munich,4.53,7,198,22.6,205,14,1,6,2.455,10.72,42.43
MYT-SKU-00511,Footwear,Munich,10.35,3,589,385.35,355,7,2,7,3.57,10.2,41.25
MYT-SKU-00512,Apparel,Leipzig,9.7,5,578,20.18,114,7,2,4,4.653,17.17,65.67
MYT-SKU-00513,Accessories,HongKong,2.31,22,123,252.5,125,14,0,4,1.719,13.3,64.12
MYT-SKU-00514,Bags,Leipzig,3.63,5,245,175.32,194,7,3,7,1.843,6.8,24.95
MYT-SKU-00515,Apparel,Munich,8.65,3,369,352.37,258,7,2,7,3.678,10.51,36.46
MYT-SKU-00516,Apparel,Munich,6.26,4,161,72.83,319,7,1,5,2.434,8.03,33.07
MYT-SKU-00517,Apparel,NewJersey,9.33,12,162,386.46,175,21,1,7,2.725,15.58,127.54
MYT-SKU-00518,Bags,NewJersey,5.58,9,322,419.1,253,14,4,11,2.854,14.13,64.35
MYT-SKU-00519,Accessories,Leipzig,5.15,5,269,86.08,180,7,1,4,2.966,10.94,36.69
MYT-SKU-00520,Apparel,HongKong,7.47,22,244,296.07,174,14,0,3,3.05,23.6,187.94
