Event_ID,FC_ID,Event_Date,Inbound_Arrival_Time_min,Stow_Time_min,Pick_Time_min,Pack_Time_min,Outbound_Dispatch_Time_min,Carrier,Total_Cycle_Time_min,Throughput_per_Hour,Defect_Flag,SLA_Met_Flag
AMZ-EVT-000250,FC-MUM-01,2025-04-26,126,297,48,138,176,Carrier-D,785,0.18,0,0
AMZ-EVT-000251,FC-SFO-01,2025-08-01,215,303,250,128,106,Carrier-A,1002,0.11,0,0
AMZ-EVT-000252,FC-LON-01,2025-03-23,186,242,287,202,120,Carrier-E,1037,0.07,0,0
AMZ-EVT-000253,FC-MUM-01,2025-06-26,214,319,47,221,334,Carrier-D,1135,0.15,0,0
AMZ-EVT-000254,FC-SFO-01,2025-02-14,208,405,443,67,97,Carrier-B,1220,0.12,0,0
AMZ-EVT-000255,FC-MUM-01,2025-11-11,200,169,579,195,238,Carrier-B,1381,0.11,0,0
AMZ-EVT-000256,FC-LON-01,2025-08-11,193,217,324,55,34,Carrier-B,823,0.17,0,0
AMZ-EVT-000257,FC-BER-01,2025-04-03,19,477,499,184,134,Carrier-B,1313,0.14,0,0
AMZ-EVT-000258,FC-MUM-01,2025-06-09,91,199,241,141,252,Carrier-C,924,0.24,0,0
AMZ-EVT-000259,FC-BER-01,2025-06-25,165,13,568,51,74,Carrier-A,871,0.16,0,0
AMZ-EVT-000260,FC-BER-01,2025-01-04,143,18,563,177,146,Carrier-D,1047,0.11,0,0
AMZ-EVT-000261,FC-BER-01,2025-03-01,194,197,577,60,338,Carrier-E,1366,0.12,0,0
AMZ-EVT-000262,FC-SFO-01,2025-01-24,134,268,133,104,103,Carrier-B,742,0.28,0,0
AMZ-EVT-000263,FC-BER-01,2025-11-22,151,109,261,236,170,Carrier-B,927,0.26,0,0
AMZ-EVT-000264,FC-MUM-01,2025-05-30,78,396,210,101,250,Carrier-B,1035,0.17,0,0
AMZ-EVT-000265,FC-BER-01,2025-11-19,127,32,353,168,111,Carrier-B,791,0.08,0,0
AMZ-EVT-000266,FC-SFO-01,2025-11-26,201,80,224,58,49,Carrier-C,612,0.19,0,0
AMZ-EVT-000267,FC-MUM-01,2025-07-02,207,102,314,203,29,Carrier-E,855,0.28,0,0
AMZ-EVT-000268,FC-SFO-01,2025-01-17,130,272,295,122,99,Carrier-B,918,0.31,0,0
AMZ-EVT-000269,FC-BER-01,2025-10-22,128,138,289,89,252,Carrier-B,896,0.11,0,0
AMZ-EVT-000270,FC-SFO-01,2025-04-10,81,93,422,145,159,Carrier-C,900,0.3,0,0
AMZ-EVT-000271,FC-MUM-01,2025-07-27,61,203,362,205,63,Carrier-D,894,0.14,0,0
AMZ-EVT-000272,FC-MUM-01,2025-06-06,129,240,109,86,222,Carrier-D,786,0.38,0,0
AMZ-EVT-000273,FC-BER-01,2025-07-20,142,277,272,94,231,Carrier-E,1016,0.22,0,0
AMZ-EVT-000274,FC-MUM-01,2025-05-17,23,54,551,160,135,Carrier-C,923,0.25,0,0
AMZ-EVT-000275,FC-MUM-01,2025-10-17,117,86,141,88,279,Carrier-E,711,0.15,0,0
AMZ-EVT-000276,FC-LON-01,2025-01-14,36,269,583,93,188,Carrier-B,1169,0.17,0,0
AMZ-EVT-000277,FC-SFO-01,2025-07-20,62,195,352,48,122,Carrier-E,779,0.25,0,0
AMZ-EVT-000278,FC-MUM-01,2025-06-21,125,185,504,55,107,Carrier-E,976,0.21,0,0
AMZ-EVT-000279,FC-BER-01,2025-10-17,131,107,474,197,306,Carrier-B,1215,0.09,0,0
AMZ-EVT-000280,FC-BER-01,2025-10-19,80,148,285,95,260,Carrier-C,868,0.18,0,0
AMZ-EVT-000281,FC-MUM-01,2025-07-17,196,295,443,47,211,Carrier-D,1192,0.05,0,0
AMZ-EVT-000282,FC-MUM-01,2025-04-25,183,372,558,83,239,Carrier-E,1435,0.13,0,0
AMZ-EVT-000283,FC-MUM-01,2025-06-23,159,172,182,217,41,Carrier-C,771,0.33,0,0
AMZ-EVT-000284,FC-MUM-01,2025-05-02,75,475,551,121,294,Carrier-A,1516,0.19,0,0
AMZ-EVT-000285,FC-LON-01,2025-03-01,221,328,551,166,227,Carrier-B,1493,0.13,0,0
AMZ-EVT-000286,FC-SFO-01,2025-01-04,37,468,538,111,203,Carrier-A,1357,0.06,0,0
AMZ-EVT-000287,FC-BER-01,2025-08-13,212,84,505,79,148,Carrier-B,1028,0.26,0,0
AMZ-EVT-000288,FC-MUM-01,2025-01-29,140,262,134,233,135,Carrier-A,904,0.29,0,0
AMZ-EVT-000289,FC-MUM-01,2025-05-24,200,115,578,198,159,Carrier-D,1250,0.15,0,0
AMZ-EVT-000290,FC-SFO-01,2025-11-21,212,403,430,219,231,Carrier-A,1495,0.11,0,0
AMZ-EVT-000291,FC-SFO-01,2025-08-03,47,460,83,202,237,Carrier-C,1029,0.16,0,0
AMZ-EVT-000292,FC-BER-01,2025-08-20,38,429,487,154,30,Carrier-A,1138,0.18,0,0
AMZ-EVT-000293,FC-MUM-01,2025-04-20,102,147,555,191,267,Carrier-B,1262,0.22,0,0
AMZ-EVT-000294,FC-MUM-01,2025-07-11,102,413,526,166,85,Carrier-A,1292,0.16,0,0
AMZ-EVT-000295,FC-MUM-01,2025-06-04,201,236,278,52,175,Carrier-E,942,0.29,0,0
AMZ-EVT-000296,FC-BER-01,2025-11-11,230,300,437,142,264,Carrier-D,1373,0.06,0,0
AMZ-EVT-000297,FC-LON-01,2025-10-03,123,248,191,74,214,Carrier-E,850,0.2,0,0
AMZ-EVT-000298,FC-BER-01,2025-11-15,134,437,148,24,341,Carrier-B,1084,0.08,0,0
AMZ-EVT-000299,FC-SFO-01,2025-07-05,157,303,340,33,48,Carrier-C,881,0.11,0,0
AMZ-EVT-000300,FC-SFO-01,2025-07-12,228,470,378,31,117,Carrier-E,1224,0.23,0,0
AMZ-EVT-000301,FC-BER-01,2025-03-06,130,77,247,210,98,Carrier-D,762,0.24,1,0
AMZ-EVT-000302,FC-SFO-01,2025-03-31,213,321,294,209,145,Carrier-A,1182,0.06,0,0
AMZ-EVT-000303,FC-BER-01,2025-02-06,69,415,447,88,33,Carrier-C,1052,0.25,0,0
AMZ-EVT-000304,FC-MUM-01,2025-03-26,155,161,44,40,160,Carrier-A,560,0.39,0,0
AMZ-EVT-000305,FC-MUM-01,2025-04-13,5,451,145,175,68,Carrier-D,844,0.11,0,0
AMZ-EVT-000306,FC-MUM-01,2025-05-10,224,253,185,27,98,Carrier-B,787,0.21,0,0
AMZ-EVT-000307,FC-LON-01,2025-07-01,138,86,348,108,283,Carrier-A,963,0.12,0,0
AMZ-EVT-000308,FC-MUM-01,2025-07-25,104,302,35,57,59,Carrier-E,557,0.31,0,0
AMZ-EVT-000309,FC-MUM-01,2025-09-14,179,195,235,146,47,Carrier-A,802,0.29,0,0
AMZ-EVT-000310,FC-SFO-01,2025-03-14,86,310,401,64,275,Carrier-C,1136,0.08,0,0
AMZ-EVT-000311,FC-BER-01,2025-05-09,195,359,201,114,40,Carrier-B,909,0.2,0,0
AMZ-EVT-000312,FC-BER-01,2025-07-29,168,119,530,23,37,Carrier-B,877,0.28,0,0
AMZ-EVT-000313,FC-SFO-01,2025-10-19,67,383,34,175,262,Carrier-D,921,0.07,0,0
AMZ-EVT-000314,FC-BER-01,2025-10-04,196,156,479,167,277,Carrier-B,1275,0.11,0,0
AMZ-EVT-000315,FC-BER-01,2025-07-24,20,373,473,236,61,Carrier-B,1163,0.09,0,0
AMZ-EVT-000316,FC-SFO-01,2025-04-15,186,368,238,136,33,Carrier-C,961,0.11,1,0
AMZ-EVT-000317,FC-BER-01,2025-10-08,142,249,543,206,335,Carrier-A,1475,0.06,0,0
AMZ-EVT-000318,FC-MUM-01,2025-06-10,216,302,498,86,214,Carrier-C,1316,0.05,0,0
AMZ-EVT-000319,FC-BER-01,2025-10-25,221,261,455,82,330,Carrier-D,1349,0.06,1,0
AMZ-EVT-000320,FC-MUM-01,2025-03-18,188,98,140,160,302,Carrier-C,888,0.22,0,0
AMZ-EVT-000321,FC-BER-01,2025-05-08,46,401,115,110,143,Carrier-C,815,0.28,0,0
AMZ-EVT-000322,FC-BER-01,2025-11-21,186,332,326,109,179,Carrier-B,1132,0.18,0,0
AMZ-EVT-000323,FC-MUM-01,2025-05-05,47,256,277,118,222,Carrier-B,920,0.07,0,0
AMZ-EVT-000324,FC-BER-01,2025-10-19,90,303,66,226,139,Carrier-B,824,0.25,0,0
AMZ-EVT-000325,FC-MUM-01,2025-01-03,233,186,285,57,56,Carrier-B,817,0.19,0,0
AMZ-EVT-000326,FC-SFO-01,2025-01-04,80,208,432,214,106,Carrier-E,1040,0.22,0,0
AMZ-EVT-000327,FC-BER-01,2025-09-28,143,251,186,170,72,Carrier-E,822,0.33,0,0
AMZ-EVT-000328,FC-BER-01,2025-09-12,182,373,421,226,146,Carrier-A,1348,0.17,0,0
AMZ-EVT-000329,FC-LON-01,2025-03-28,164,161,220,211,67,Carrier-D,823,0.25,0,0
AMZ-EVT-000330,FC-MUM-01,2025-07-14,115,107,585,124,136,Carrier-B,1067,0.1,0,0
AMZ-EVT-000331,FC-MUM-01,2025-05-17,234,280,351,106,296,Carrier-A,1267,0.12,0,0
AMZ-EVT-000332,FC-SFO-01,2025-06-07,237,48,408,212,229,Carrier-B,1134,0.11,0,0
AMZ-EVT-000333,FC-SFO-01,2025-08-22,88,234,550,211,68,Carrier-C,1151,0.07,0,0
AMZ-EVT-000334,FC-BER-01,2025-09-15,172,224,291,110,51,Carrier-E,848,0.19,0,0
AMZ-EVT-000335,FC-LON-01,2025-04-28,217,63,64,78,325,Carrier-D,747,0.34,0,0
AMZ-EVT-000336,FC-MUM-01,2025-01-27,168,417,89,59,95,Carrier-A,828,0.29,0,0
AMZ-EVT-000337,FC-SFO-01,2025-05-11,187,267,418,187,196,Carrier-B,1255,0.12,0,0
AMZ-EVT-000338,FC-MUM-01,2025-04-01,91,359,143,143,59,Carrier-A,795,0.31,0,0
AMZ-EVT-000339,FC-MUM-01,2025-05-01,174,65,59,156,151,Carrier-B,605,0.27,0,0
AMZ-EVT-000340,FC-BER-01,2025-06-27,178,228,427,61,140,Carrier-C,1034,0.12,0,0
AMZ-EVT-000341,FC-LON-01,2025-11-06,6,249,189,160,214,Carrier-B,818,0.18,0,0
AMZ-EVT-000342,FC-MUM-01,2025-11-04,174,462,84,67,341,Carrier-B,1128,0.15,0,0
AMZ-EVT-000343,FC-MUM-01,2025-02-25,168,438,527,58,100,Carrier-E,1291,0.1,0,0
AMZ-EVT-000344,FC-MUM-01,2025-06-26,206,349,380,63,24,Carrier-C,1022,0.19,0,0
AMZ-EVT-000345,FC-MUM-01,2025-05-26,213,451,151,123,304,Carrier-D,1242,0.22,0,0
AMZ-EVT-000346,FC-BER-01,2025-11-03,193,259,344,215,269,Carrier-C,1280,0.16,0,0
AMZ-EVT-000347,FC-MUM-01,2025-08-01,50,151,202,199,186,Carrier-B,788,0.11,0,0
AMZ-EVT-000348,FC-LON-01,2025-06-19,73,243,97,134,48,Carrier-A,595,0.22,0,0
AMZ-EVT-000349,FC-MUM-01,2025-07-31,156,114,449,75,131,Carrier-D,925,0.16,0,0
AMZ-EVT-000350,FC-MUM-01,2025-06-02,9,184,334,237,52,Carrier-D,816,0.3,0,0
AMZ-EVT-000351,FC-MUM-01,2025-07-02,33,128,99,206,131,Carrier-A,597,0.25,0,0
AMZ-EVT-000352,FC-LON-01,2025-07-30,181,228,548,44,51,Carrier-D,1052,0.22,0,0
AMZ-EVT-000353,FC-BER-01,2025-05-15,168,446,126,103,155,Carrier-D,998,0.29,0,0
AMZ-EVT-000354,FC-SFO-01,2025-11-08,94,352,225,203,190,Carrier-A,1064,0.26,0,0
AMZ-EVT-000355,FC-BER-01,2025-01-25,26,449,494,175,13,Carrier-D,1157,0.06,0,0
AMZ-EVT-000356,FC-MUM-01,2025-10-01,213,330,187,117,195,Carrier-A,1042,0.12,0,0
AMZ-EVT-000357,FC-BER-01,2025-10-17,15,130,84,216,348,Carrier-B,793,0.32,0,0
AMZ-EVT-000358,FC-BER-01,2025-01-27,26,367,159,100,100,Carrier-A,752,0.25,0,0
AMZ-EVT-000359,FC-SFO-01,2025-08-25,183,314,440,215,108,Carrier-D,1260,0.14,0,0
AMZ-EVT-000360,FC-LON-01,2025-08-28,238,398,543,120,97,Carrier-A,1396,0.18,0,0
AMZ-EVT-000361,FC-BER-01,2025-07-24,211,79,46,153,55,Carrier-B,544,0.42,0,0
AMZ-EVT-000362,FC-MUM-01,2025-11-06,138,432,348,236,298,Carrier-D,1452,0.1,0,0
AMZ-EVT-000363,FC-BER-01,2025-03-20,7,293,176,47,99,Carrier-D,622,0.47,0,0
AMZ-EVT-000364,FC-BER-01,2025-02-28,168,254,179,28,292,Carrier-B,921,0.24,0,0
AMZ-EVT-000365,FC-MUM-01,2025-11-02,70,257,287,97,215,Carrier-C,926,0.23,0,0
AMZ-EVT-000366,FC-MUM-01,2025-05-18,212,281,444,46,193,Carrier-B,1176,0.09,0,0
AMZ-EVT-000367,FC-MUM-01,2025-01-18,238,440,317,194,266,Carrier-B,1455,0.1,0,0
AMZ-EVT-000368,FC-SFO-01,2025-11-01,24,466,152,172,253,Carrier-D,1067,0.12,0,0
AMZ-EVT-000369,FC-BER-01,2025-02-05,146,445,138,58,301,Carrier-B,1088,0.26,0,0
AMZ-EVT-000370,FC-BER-01,2025-04-20,153,265,275,68,229,Carrier-B,990,0.12,0,0
AMZ-EVT-000371,FC-SFO-01,2025-05-14,108,37,544,102,121,Carrier-A,912,0.29,0,0
AMZ-EVT-000372,FC-SFO-01,2025-10-06,160,135,347,116,239,Carrier-D,997,0.16,0,0
AMZ-EVT-000373,FC-MUM-01,2025-11-08,220,168,159,32,314,Carrier-A,893,0.23,0,0
AMZ-EVT-000374,FC-SFO-01,2025-08-11,92,48,171,114,223,Carrier-C,648,0.22,0,0
AMZ-EVT-000375,FC-MUM-01,2025-04-08,85,327,340,54,298,Carrier-B,1104,0.24,0,0
AMZ-EVT-000376,FC-MUM-01,2025-07-27,164,235,432,97,24,Carrier-A,952,0.11,0,0
AMZ-EVT-000377,FC-SFO-01,2025-09-13,163,370,229,97,315,Carrier-A,1174,0.18,0,0
AMZ-EVT-000378,FC-BER-01,2025-10-10,28,374,569,117,201,Carrier-A,1289,0.18,0,0
AMZ-EVT-000379,FC-MUM-01,2025-11-04,99,268,399,226,84,Carrier-A,1076,0.18,0,0
AMZ-EVT-000380,FC-MUM-01,2025-08-03,59,251,87,128,51,Carrier-A,576,0.19,0,0
AMZ-EVT-000381,FC-BER-01,2025-03-18,42,388,293,119,216,Carrier-D,1058,0.14,1,0
AMZ-EVT-000382,FC-BER-01,2025-06-08,167,218,99,187,190,Carrier-A,861,0.31,0,0
AMZ-EVT-000383,FC-BER-01,2025-07-31,66,322,511,28,184,Carrier-B,1111,0.07,0,0
AMZ-EVT-000384,FC-MUM-01,2025-08-31,65,76,223,21,218,Carrier-C,603,0.41,0,0
AMZ-EVT-000385,FC-SFO-01,2025-01-25,17,47,145,225,308,Carrier-C,742,0.23,0,0
AMZ-EVT-000386,FC-BER-01,2025-04-26,172,39,515,83,317,Carrier-B,1126,0.13,0,0
AMZ-EVT-000387,FC-BER-01,2025-09-09,146,242,269,39,184,Carrier-E,880,0.09,1,0
AMZ-EVT-000388,FC-BER-01,2025-02-10,119,99,400,210,83,Carrier-A,911,0.08,0,0
AMZ-EVT-000389,FC-SFO-01,2025-06-22,137,191,151,110,42,Carrier-B,631,0.21,0,0
AMZ-EVT-000390,FC-BER-01,2025-09-25,74,308,562,208,130,Carrier-A,1282,0.19,0,0
AMZ-EVT-000391,FC-SFO-01,2025-03-25,67,368,207,203,300,Carrier-B,1145,0.2,0,0
AMZ-EVT-000392,FC-SFO-01,2025-09-25,29,84,567,154,163,Carrier-A,997,0.15,0,0
AMZ-EVT-000393,FC-MUM-01,2025-05-16,80,291,371,90,141,Carrier-B,973,0.27,0,0
AMZ-EVT-000394,FC-BER-01,2025-01-16,46,193,430,22,250,Carrier-D,941,0.14,0,0
AMZ-EVT-000395,FC-LON-01,2025-09-16,82,375,464,131,50,Carrier-C,1102,0.2,0,0
AMZ-EVT-000396,FC-LON-01,2025-02-27,39,165,155,178,255,Carrier-C,792,0.24,0,0
AMZ-EVT-000397,FC-BER-01,2025-09-10,135,435,502,174,353,Carrier-E,1599,0.06,0,0
AMZ-EVT-000398,FC-BER-01,2025-01-31,22,375,59,221,191,Carrier-B,868,0.11,0,0
AMZ-EVT-000399,FC-BER-01,2025-09-17,190,137,555,63,25,Carrier-C,970,0.11,0,0
AMZ-EVT-000400,FC-SFO-01,2025-09-19,205,282,131,84,271,Carrier-C,973,0.27,0,0
AMZ-EVT-000401,FC-MUM-01,2025-07-11,13,337,216,77,193,Carrier-A,836,0.16,0,0
AMZ-EVT-000402,FC-BER-01,2025-05-23,200,376,86,168,194,Carrier-C,1024,0.21,0,0
AMZ-EVT-000403,FC-BER-01,2025-02-25,7,217,471,178,183,Carrier-E,1056,0.11,0,0
AMZ-EVT-000404,FC-BER-01,2025-05-31,118,192,116,118,277,Carrier-D,821,0.15,0,0
AMZ-EVT-000405,FC-LON-01,2025-10-16,93,237,430,202,233,Carrier-B,1195,0.05,0,0
AMZ-EVT-000406,FC-BER-01,2025-02-12,163,466,279,170,357,Carrier-A,1435,0.1,0,0
AMZ-EVT-000407,FC-BER-01,2025-10-19,133,285,120,237,198,Carrier-B,973,0.06,0,0
AMZ-EVT-000408,FC-SFO-01,2025-07-27,99,316,423,26,34,Carrier-B,898,0.21,0,0
AMZ-EVT-000409,FC-BER-01,2025-10-24,174,88,392,62,140,Carrier-B,856,0.13,0,0
AMZ-EVT-000410,FC-BER-01,2025-02-02,185,350,330,190,147,Carrier-E,1202,0.12,0,0
AMZ-EVT-000411,FC-MUM-01,2025-07-12,121,147,152,23,315,Carrier-C,758,0.25,0,0
AMZ-EVT-000412,FC-MUM-01,2025-07-11,144,213,132,88,246,Carrier-A,823,0.29,0,0
AMZ-EVT-000413,FC-MUM-01,2025-05-23,63,410,212,94,276,Carrier-C,1055,0.11,0,0
AMZ-EVT-000414,FC-MUM-01,2025-11-07,61,266,276,30,202,Carrier-C,835,0.25,0,0
AMZ-EVT-000415,FC-LON-01,2025-02-13,92,119,478,121,347,Carrier-B,1157,0.18,0,0
AMZ-EVT-000416,FC-BER-01,2025-11-20,229,166,187,155,203,Carrier-C,940,0.18,0,0
AMZ-EVT-000417,FC-MUM-01,2025-01-25,142,195,221,187,93,Carrier-D,838,0.22,0,0
AMZ-EVT-000418,FC-MUM-01,2025-08-31,206,279,388,31,323,Carrier-A,1227,0.21,0,0
AMZ-EVT-000419,FC-SFO-01,2025-08-29,38,223,226,47,42,Carrier-A,576,0.33,0,0
AMZ-EVT-000420,FC-MUM-01,2025-06-30,117,424,477,168,123,Carrier-A,1309,0.12,0,0
AMZ-EVT-000421,FC-BER-01,2025-06-19,13,440,520,118,158,Carrier-E,1249,0.15,0,0
AMZ-EVT-000422,FC-BER-01,2025-11-07,91,309,141,46,163,Carrier-E,750,0.08,0,0
AMZ-EVT-000423,FC-SFO-01,2025-07-05,39,278,67,134,199,Carrier-B,717,0.09,0,0
AMZ-EVT-000424,FC-SFO-01,2025-07-24,43,71,263,93,118,Carrier-B,588,0.28,0,0
AMZ-EVT-000425,FC-MUM-01,2025-07-12,165,223,219,55,139,Carrier-A,801,0.26,0,0
AMZ-EVT-000426,FC-MUM-01,2025-04-18,207,45,419,52,302,Carrier-C,1025,0.1,0,0
AMZ-EVT-000427,FC-BER-01,2025-04-01,95,165,162,158,288,Carrier-A,868,0.12,0,0
AMZ-EVT-000428,FC-MUM-01,2025-01-30,93,44,350,151,343,Carrier-B,981,0.29,0,0
AMZ-EVT-000429,FC-BER-01,2025-10-06,115,306,377,27,335,Carrier-C,1160,0.06,0,0
AMZ-EVT-000430,FC-SFO-01,2025-07-22,34,79,388,153,297,Carrier-A,951,0.1,0,0
AMZ-EVT-000431,FC-MUM-01,2025-02-15,10,399,52,239,108,Carrier-E,808,0.17,0,0
AMZ-EVT-000432,FC-SFO-01,2025-06-02,12,276,250,211,114,Carrier-B,863,0.16,0,0
AMZ-EVT-000433,FC-BER-01,2025-11-06,175,59,349,209,116,Carrier-E,908,0.3,0,0
AMZ-EVT-000434,FC-MUM-01,2025-02-26,225,426,586,94,139,Carrier-B,1470,0.17,0,0
AMZ-EVT-000435,FC-BER-01,2025-06-30,81,115,525,91,64,Carrier-A,876,0.17,0,0
AMZ-EVT-000436,FC-LON-01,2025-04-28,81,69,150,95,237,Carrier-B,632,0.37,0,0
AMZ-EVT-000437,FC-MUM-01,2025-03-15,164,105,260,170,34,Carrier-B,733,0.4,0,0
AMZ-EVT-000438,FC-MUM-01,2025-08-11,17,460,521,232,81,Carrier-E,1311,0.2,0,0
AMZ-EVT-000439,FC-MUM-01,2025-06-23,26,194,445,82,118,Carrier-A,865,0.22,0,0
AMZ-EVT-000440,FC-BER-01,2025-07-01,140,351,595,147,23,Carrier-B,1256,0.17,0,0
AMZ-EVT-000441,FC-BER-01,2025-01-08,160,349,451,46,124,Carrier-A,1130,0.1,0,0
AMZ-EVT-000442,FC-SFO-01,2025-01-29,107,228,64,184,81,Carrier-B,664,0.17,0,0
AMZ-EVT-000443,FC-MUM-01,2025-02-22,18,168,503,151,274,Carrier-D,1114,0.11,0,0
AMZ-EVT-000444,FC-BER-01,2025-03-12,5,61,237,67,350,Carrier-E,720,0.11,0,0
AMZ-EVT-000445,FC-BER-01,2025-05-27,75,215,492,62,312,Carrier-A,1156,0.15,0,0
AMZ-EVT-000446,FC-SFO-01,2025-03-05,148,303,548,155,40,Carrier-A,1194,0.11,0,0
AMZ-EVT-000447,FC-MUM-01,2025-06-06,105,242,163,198,188,Carrier-C,896,0.23,0,0
AMZ-EVT-000448,FC-SFO-01,2025-04-16,32,458,219,123,227,Carrier-D,1059,0.21,0,0
AMZ-EVT-000449,FC-BER-01,2025-10-20,137,477,172,206,348,Carrier-A,1340,0.13,0,0
AMZ-EVT-000450,FC-MUM-01,2025-11-05,28,251,247,92,35,Carrier-B,653,0.11,0,0
AMZ-EVT-000451,FC-MUM-01,2025-06-04,123,158,62,226,226,Carrier-D,795,0.26,0,0
AMZ-EVT-000452,FC-BER-01,2025-03-26,187,477,335,229,166,Carrier-A,1394,0.09,1,0
AMZ-EVT-000453,FC-MUM-01,2025-03-27,221,96,210,16,26,Carrier-A,569,0.17,0,0
AMZ-EVT-000454,FC-MUM-01,2025-03-02,77,364,334,157,18,Carrier-C,950,0.12,0,0
AMZ-EVT-000455,FC-MUM-01,2025-11-14,216,13,354,87,82,Carrier-B,752,0.18,0,0
AMZ-EVT-000456,FC-SFO-01,2025-06-30,26,188,294,167,185,Carrier-C,860,0.2,0,0
AMZ-EVT-000457,FC-BER-01,2025-07-08,82,281,407,218,196,Carrier-D,1184,0.18,0,0
AMZ-EVT-000458,FC-LON-01,2025-03-02,217,205,517,147,239,Carrier-D,1325,0.07,0,0
AMZ-EVT-000459,FC-LON-01,2025-08-15,44,217,437,181,208,Carrier-D,1087,0.21,0,0
AMZ-EVT-000460,FC-LON-01,2025-10-09,175,120,540,129,184,Carrier-E,1148,0.1,0,0
AMZ-EVT-000461,FC-BER-01,2025-04-30,224,423,372,172,52,Carrier-A,1243,0.08,0,0
AMZ-EVT-000462,FC-LON-01,2025-09-06,140,70,209,107,160,Carrier-B,686,0.2,1,0
AMZ-EVT-000463,FC-BER-01,2025-07-19,8,30,325,191,261,Carrier-B,815,0.12,0,0
AMZ-EVT-000464,FC-MUM-01,2025-05-31,165,208,169,234,114,Carrier-E,890,0.32,0,0
AMZ-EVT-000465,FC-SFO-01,2025-04-28,52,34,67,166,99,Carrier-D,418,0.25,0,1
AMZ-EVT-000466,FC-MUM-01,2025-10-27,173,366,88,148,341,Carrier-E,1116,0.23,0,0
AMZ-EVT-000467,FC-MUM-01,2025-05-22,169,361,147,43,321,Carrier-C,1041,0.17,0,0
AMZ-EVT-000468,FC-BER-01,2025-04-21,143,282,555,237,341,Carrier-B,1558,0.18,0,0
AMZ-EVT-000469,FC-LON-01,2025-07-20,203,468,41,232,81,Carrier-A,1025,0.25,0,0
AMZ-EVT-000470,FC-MUM-01,2025-02-06,93,32,283,74,346,Carrier-A,828,0.3,0,0
AMZ-EVT-000471,FC-BER-01,2025-11-14,143,49,445,167,37,Carrier-B,841,0.26,0,0
AMZ-EVT-000472,FC-MUM-01,2025-11-09,121,75,557,191,50,Carrier-A,994,0.22,0,0
AMZ-EVT-000473,FC-MUM-01,2025-05-02,168,147,396,89,60,Carrier-D,860,0.34,0,0
AMZ-EVT-000474,FC-LON-01,2025-05-30,45,406,248,26,247,Carrier-D,972,0.21,0,0
AMZ-EVT-000475,FC-BER-01,2025-05-08,97,180,243,230,139,Carrier-B,889,0.32,0,0
AMZ-EVT-000476,FC-MUM-01,2025-02-19,15,265,389,203,194,Carrier-B,1066,0.11,0,0
AMZ-EVT-000477,FC-BER-01,2025-04-09,95,158,592,174,342,Carrier-A,1361,0.08,0,0
AMZ-EVT-000478,FC-LON-01,2025-09-02,6,413,284,130,179,Carrier-A,1012,0.27,0,0
AMZ-EVT-000479,FC-MUM-01,2025-05-30,111,97,121,42,258,Carrier-A,629,0.46,0,0
AMZ-EVT-000480,FC-MUM-01,2025-04-10,79,210,480,212,198,Carrier-A,1179,0.13,0,0
AMZ-EVT-000481,FC-BER-01,2025-04-06,14,188,553,156,27,Carrier-D,938,0.32,0,0
AMZ-EVT-000482,FC-MUM-01,2025-03-31,211,414,467,106,328,Carrier-A,1526,0.11,0,0
AMZ-EVT-000483,FC-MUM-01,2025-10-24,182,285,317,58,310,Carrier-D,1152,0.2,0,0
AMZ-EVT-000484,FC-BER-01,2025-06-16,228,225,589,72,71,Carrier-E,1185,0.14,0,0
AMZ-EVT-000485,FC-SFO-01,2025-03-28,120,132,217,141,196,Carrier-C,806,0.3,0,0
AMZ-EVT-000486,FC-BER-01,2025-06-12,90,271,578,121,213,Carrier-B,1273,0.19,0,0
AMZ-EVT-000487,FC-BER-01,2025-07-25,36,112,239,234,206,Carrier-D,827,0.12,0,0
AMZ-EVT-000488,FC-LON-01,2025-08-31,44,395,355,31,168,Carrier-B,993,0.17,0,0
AMZ-EVT-000489,FC-MUM-01,2025-01-19,61,429,418,139,214,Carrier-E,1261,0.16,0,0
AMZ-EVT-000490,FC-MUM-01,2025-11-03,119,75,421,54,138,Carrier-D,807,0.16,0,0
AMZ-EVT-000491,FC-MUM-01,2025-09-09,238,107,465,96,173,Carrier-E,1079,0.23,0,0
AMZ-EVT-000492,FC-MUM-01,2025-08-07,239,90,494,26,82,Carrier-A,931,0.12,0,0
AMZ-EVT-000493,FC-MUM-01,2025-03-26,186,263,243,172,236,Carrier-B,1100,0.24,0,0
AMZ-EVT-000494,FC-MUM-01,2025-10-18,126,300,441,17,219,Carrier-A,1103,0.22,0,0
AMZ-EVT-000495,FC-MUM-01,2025-09-07,120,109,571,196,316,Carrier-A,1312,0.14,0,0
AMZ-EVT-000496,FC-BER-01,2025-08-02,200,351,140,150,152,Carrier-B,993,0.3,0,0
AMZ-EVT-000497,FC-BER-01,2025-07-06,29,426,149,18,308,Carrier-E,930,0.18,0,0
AMZ-EVT-000498,FC-BER-01,2025-09-11,132,347,220,78,57,Carrier-D,834,0.27,0,0
AMZ-EVT-000499,FC-SFO-01,2025-11-03,225,298,567,20,88,Carrier-A,1198,0.1,0,0
AMZ-EVT-000500,FC-MUM-01,2025-04-15,207,129,278,138,175,Carrier-E,927,0.28,0,0
AMZ-EVT-000501,FC-SFO-01,2025-02-02,23,440,313,39,31,Carrier-E,846,0.09,0,0
