Part_Number,Supplier,RFQ_Price,Target_Price,Negotiated_Price,Lead_Time_Days,MOQ,Quality_Score,Tooling_Cost,Yearly_Consumption_Qty,Yearly_Spend,Cost_Savings_Achieved_%
TSL-PART-00250,Supplier-465,622.0,562.17,537.01,89,500,93.6,5137.57,81699,43873179.99,13.66
TSL-PART-00251,Supplier-391,88.88,76.95,80.59,98,250,96.1,3344.21,110822,8931144.98,9.33
TSL-PART-00252,Supplier-316,68.33,62.85,60.11,10,50,82.7,2466.26,72142,4336455.62,12.03
TSL-PART-00253,Supplier-177,916.65,794.47,799.93,66,1000,97.1,19367.02,49910,39924506.3,12.73
TSL-PART-00254,Supplier-175,307.63,265.89,307.35,8,100,74.5,7818.15,132343,40675621.05,0.09
TSL-PART-00255,Supplier-303,492.04,447.64,484.33,110,100,88.9,11372.29,59342,28741110.86,1.57
TSL-PART-00256,Supplier-102,965.36,820.6,808.27,96,250,82.6,21165.27,35062,28339562.74,16.27
TSL-PART-00257,Supplier-489,741.65,676.37,705.04,84,500,72.8,9945.53,108899,76778150.96,4.94
TSL-PART-00258,Supplier-478,960.06,877.1,931.38,118,500,97.0,1859.4,143647,133789942.86,2.99
TSL-PART-00259,Supplier-101,664.36,600.35,570.89,20,250,92.9,10449.48,130298,74385825.22,14.07
TSL-PART-00260,Supplier-028,248.76,231.83,212.83,82,500,85.9,14302.04,16258,3460190.14,14.44
TSL-PART-00261,Supplier-185,939.03,803.21,884.44,99,500,91.6,368.6,29583,26164388.52,5.81
TSL-PART-00262,Supplier-024,847.49,759.64,842.71,32,100,83.9,14529.49,59945,50516250.95,0.56
TSL-PART-00263,Supplier-018,608.92,535.94,569.19,35,100,87.0,3743.53,42530,24207650.7,6.52
TSL-PART-00264,Supplier-149,670.4,609.99,574.69,102,100,75.9,2753.58,152901,87870675.69,14.28
TSL-PART-00265,Supplier-005,71.99,68.09,65.04,42,500,84.2,17715.59,101844,6623933.76,9.65
TSL-PART-00266,Supplier-100,854.07,736.9,743.08,117,250,75.9,3686.61,79824,59315617.92,13.0
TSL-PART-00267,Supplier-016,896.95,779.37,881.11,58,50,97.9,2498.9,81136,71489740.96,1.77
TSL-PART-00268,Supplier-333,801.48,703.73,779.93,96,100,82.8,11318.65,122923,95871335.39,2.69
TSL-PART-00269,Supplier-417,538.83,460.83,520.43,14,500,82.3,10218.46,4778,2486614.54,3.41
TSL-PART-00270,Supplier-360,34.85,32.22,30.03,56,1000,98.1,16332.28,120735,3625672.05,13.83
TSL-PART-00271,Supplier-181,779.55,727.38,722.33,20,50,97.5,23743.91,81815,59097428.95,7.34
TSL-PART-00272,Supplier-430,909.57,846.72,810.52,58,1000,91.4,2343.84,184426,149480961.52,10.89
TSL-PART-00273,Supplier-461,451.75,418.57,408.85,115,250,91.6,23455.31,34035,13915209.75,9.5
TSL-PART-00274,Supplier-069,494.34,437.73,453.61,19,500,95.9,18464.61,11247,5101751.67,8.24
TSL-PART-00275,Supplier-178,208.7,188.68,192.23,68,500,98.0,6871.72,65657,12621245.11,7.89
TSL-PART-00276,Supplier-494,775.19,664.46,722.96,102,50,95.6,22348.13,62779,45386705.84,6.74
TSL-PART-00277,Supplier-438,932.55,805.35,840.37,106,250,70.7,1206.23,110379,92759200.23,9.88
TSL-PART-00278,Supplier-412,721.18,645.08,593.87,74,50,89.6,24586.3,125266,74391719.42,17.65
TSL-PART-00279,Supplier-137,774.14,695.44,636.59,108,100,97.7,19436.22,170254,108381993.86,17.77
TSL-PART-00280,Supplier-254,1047.33,907.57,876.47,17,100,76.5,8242.53,61935,54284169.45,16.31
TSL-PART-00281,Supplier-445,1101.6,991.36,1071.97,18,500,85.9,17121.86,56881,60974725.57,2.69
TSL-PART-00282,Supplier-027,815.09,727.05,767.84,71,50,98.9,24339.11,91505,70261199.2,5.8
TSL-PART-00283,Supplier-177,206.47,187.07,177.04,70,500,86.2,8639.76,151168,26762782.72,14.25
TSL-PART-00284,Supplier-110,143.58,133.21,141.8,54,100,79.5,11079.99,4628,656250.4,1.24
TSL-PART-00285,Supplier-018,1004.7,930.13,949.34,114,50,91.9,21079.93,145342,137978974.28,5.51
TSL-PART-00286,Supplier-366,783.02,671.52,740.47,15,250,98.7,11231.5,44881,33233034.07,5.43
TSL-PART-00287,Supplier-366,265.61,249.24,251.36,119,1000,72.3,3045.87,2044,513779.84,5.37
TSL-PART-00288,Supplier-335,255.43,229.81,243.9,43,500,73.6,16257.64,120383,29361413.7,4.51
TSL-PART-00289,Supplier-084,69.03,60.67,61.84,118,1000,86.9,8668.98,73793,4563359.12,10.42
TSL-PART-00290,Supplier-375,609.7,546.91,596.65,32,100,92.1,23566.08,197043,117565705.95,2.14
TSL-PART-00291,Supplier-450,147.93,133.35,147.39,93,50,92.2,2669.18,136621,20136569.19,0.37
TSL-PART-00292,Supplier-266,465.18,425.01,438.44,7,500,85.1,12325.98,169772,74434835.68,5.75
TSL-PART-00293,Supplier-496,244.03,228.78,216.57,74,50,98.0,18499.86,77720,16831820.4,11.25
TSL-PART-00294,Supplier-462,876.02,752.82,787.68,20,1000,88.9,22398.58,153937,121253096.16,10.08
TSL-PART-00295,Supplier-144,11.26,9.87,9.81,81,100,83.8,18733.59,5744,56348.64,12.88
TSL-PART-00296,Supplier-020,457.32,389.67,415.49,52,250,86.4,23387.98,170382,70792017.18,9.15
TSL-PART-00297,Supplier-296,58.46,55.32,57.19,38,100,93.4,18708.67,169525,9695134.75,2.17
TSL-PART-00298,Supplier-392,64.24,56.5,62.96,45,250,96.2,7537.08,31091,1957489.36,1.99
TSL-PART-00299,Supplier-055,119.35,101.6,105.24,117,100,94.1,20960.07,71259,7499297.16,11.82
TSL-PART-00300,Supplier-273,333.08,304.53,286.59,114,100,87.2,13514.62,195706,56087382.54,13.96
TSL-PART-00301,Supplier-178,940.93,845.28,877.03,115,100,72.0,17712.48,192409,168748465.27,6.79
TSL-PART-00302,Supplier-413,656.45,582.9,611.55,91,500,91.1,7367.55,124752,76292085.6,6.84
TSL-PART-00303,Supplier-282,171.78,159.1,166.66,109,50,92.0,24543.99,23110,3851512.6,2.98
TSL-PART-00304,Supplier-289,471.54,432.02,444.09,9,100,72.6,15350.94,49202,21850116.18,5.82
TSL-PART-00305,Supplier-435,1094.91,1002.23,1058.83,43,100,79.1,21485.64,78243,82846035.69,3.3
TSL-PART-00306,Supplier-003,507.98,475.48,477.49,101,50,72.4,22872.92,126842,60565786.58,6.0
TSL-PART-00307,Supplier-455,1138.15,1064.37,1086.87,30,500,81.8,13238.57,145541,158184146.67,4.51
TSL-PART-00308,Supplier-140,1103.45,974.78,1009.42,23,500,85.7,18986.68,80309,81065510.78,8.52
TSL-PART-00309,Supplier-404,479.59,431.94,407.5,112,50,74.9,23228.59,31246,12732745.0,15.03
TSL-PART-00310,Supplier-318,780.02,668.43,729.83,39,100,87.4,6415.12,91155,66527653.65,6.43
TSL-PART-00311,Supplier-074,946.32,849.34,914.42,100,500,92.2,7682.8,7941,7261409.22,3.37
TSL-PART-00312,Supplier-427,220.27,196.53,192.27,81,500,95.5,21406.48,152446,29310792.42,12.71
TSL-PART-00313,Supplier-048,638.65,566.53,539.55,72,500,95.1,8066.49,50662,27334682.1,15.52
TSL-PART-00314,Supplier-359,128.26,112.53,122.96,37,100,89.2,5866.64,41889,5150671.44,4.13
TSL-PART-00315,Supplier-412,606.47,567.48,590.5,10,50,90.0,1284.85,115743,68346241.5,2.63
TSL-PART-00316,Supplier-047,158.34,142.55,144.08,13,250,73.3,9773.09,195017,28098049.36,9.01
TSL-PART-00317,Supplier-435,930.79,831.64,764.56,81,100,76.4,21933.0,79170,60530215.2,17.86
TSL-PART-00318,Supplier-145,740.9,671.85,738.14,115,100,98.0,6673.77,137599,101567325.86,0.37
TSL-PART-00319,Supplier-422,778.69,738.38,644.16,97,500,99.0,24771.42,97842,63025902.72,17.28
TSL-PART-00320,Supplier-463,298.64,254.73,282.59,68,100,70.6,702.74,112310,31737682.9,5.37
TSL-PART-00321,Supplier-440,732.31,669.91,694.99,97,250,92.1,5861.46,36892,25639571.08,5.1
TSL-PART-00322,Supplier-200,899.99,821.24,800.46,116,100,88.3,14383.27,53594,42899853.24,11.06
TSL-PART-00323,Supplier-437,376.0,322.42,313.02,34,500,70.9,19896.0,7560,2366431.2,16.75
TSL-PART-00324,Supplier-275,1136.65,1024.41,1011.81,110,50,86.8,13504.2,46652,47202960.12,10.98
TSL-PART-00325,Supplier-276,454.77,397.42,411.06,54,250,87.2,1501.33,141189,58037150.34,9.61
TSL-PART-00326,Supplier-083,433.9,410.24,370.23,13,250,79.8,9982.75,159989,59232727.47,14.67
TSL-PART-00327,Supplier-084,465.27,411.18,452.86,71,500,96.7,21525.83,98872,44775173.92,2.67
TSL-PART-00328,Supplier-016,1084.15,973.35,1020.98,101,250,98.8,2223.55,36668,37437294.64,5.83
TSL-PART-00329,Supplier-296,372.0,337.09,346.6,79,100,96.8,12878.63,55471,19226248.6,6.83
TSL-PART-00330,Supplier-376,738.3,635.03,706.31,65,50,70.1,16139.26,119293,84257838.83,4.33
TSL-PART-00331,Supplier-230,320.38,274.93,273.56,90,250,76.9,24897.05,191583,52409445.48,14.61
TSL-PART-00332,Supplier-252,932.11,884.56,791.39,65,100,85.4,5416.52,81688,64647066.32,15.1
TSL-PART-00333,Supplier-457,1186.21,1025.27,1169.05,108,500,92.7,23594.16,40241,47043741.05,1.45
TSL-PART-00334,Supplier-406,1168.7,1059.71,1099.97,21,50,73.3,11497.83,45475,50021135.75,5.88
TSL-PART-00335,Supplier-399,146.61,137.56,143.94,73,500,86.3,1422.92,2511,361433.34,1.82
TSL-PART-00336,Supplier-184,974.51,876.85,816.66,47,100,76.5,21317.27,107870,88093114.2,16.2
TSL-PART-00337,Supplier-476,778.83,723.2,704.65,42,50,81.8,2241.4,14911,10507036.15,9.52
TSL-PART-00338,Supplier-452,908.94,850.73,828.06,22,100,97.2,2421.17,76511,63355698.66,8.9
TSL-PART-00339,Supplier-441,461.23,403.19,398.56,72,1000,80.4,88.81,453,180547.68,13.59
TSL-PART-00340,Supplier-045,420.41,361.07,403.45,68,100,87.9,9909.98,131324,52982667.8,4.03
TSL-PART-00341,Supplier-270,523.54,482.08,475.82,84,250,75.5,5141.96,195575,93058496.5,9.11
TSL-PART-00342,Supplier-025,1196.38,1044.49,1040.19,53,250,72.2,4056.7,175852,182919491.88,13.06
TSL-PART-00343,Supplier-107,199.31,186.62,178.74,117,250,96.5,21482.93,42319,7564098.06,10.32
TSL-PART-00344,Supplier-426,1103.3,947.17,1015.82,38,1000,98.8,12022.57,144975,147268504.5,7.93
TSL-PART-00345,Supplier-038,648.15,594.47,602.21,104,500,70.8,11249.82,53096,31974942.16,7.09
TSL-PART-00346,Supplier-293,792.73,728.47,779.15,92,250,83.9,20079.69,156958,122293825.7,1.71
TSL-PART-00347,Supplier-201,110.34,102.09,106.99,84,1000,71.6,10655.79,1943,207881.57,3.04
TSL-PART-00348,Supplier-443,994.62,895.72,830.98,90,500,86.0,3343.7,11010,9149089.8,16.45
TSL-PART-00349,Supplier-210,111.94,99.9,110.96,88,100,92.5,2556.98,81959,9094170.64,0.88
TSL-PART-00350,Supplier-028,822.55,752.66,706.4,31,50,83.3,8323.79,54277,38341272.8,14.12
TSL-PART-00351,Supplier-285,765.78,698.33,629.03,63,500,76.1,18393.08,67326,42350073.78,17.86
TSL-PART-00352,Supplier-485,1186.89,1020.48,992.94,104,50,86.6,15051.99,4979,4943848.26,16.34
TSL-PART-00353,Supplier-158,1052.33,910.36,894.81,29,50,76.8,21841.29,9973,8923940.13,14.97
TSL-PART-00354,Supplier-232,463.99,426.6,383.89,76,500,94.6,3843.63,132910,51022819.9,17.26
TSL-PART-00355,Supplier-500,1087.33,1029.34,1079.94,22,50,92.6,11976.54,184013,198722999.22,0.68
TSL-PART-00356,Supplier-378,98.69,89.7,88.46,37,500,86.8,20760.8,49039,4337989.94,10.37
TSL-PART-00357,Supplier-094,331.89,283.52,318.54,51,50,82.2,18137.45,5007,1594929.78,4.02
TSL-PART-00358,Supplier-348,1116.97,1013.23,967.45,89,100,94.5,7153.1,111273,107651063.85,13.39
TSL-PART-00359,Supplier-114,639.44,544.81,561.01,48,250,89.7,6835.46,155323,87137756.23,12.27
TSL-PART-00360,Supplier-245,367.86,322.41,353.67,38,250,89.6,10254.31,146204,51707968.68,3.86
TSL-PART-00361,Supplier-294,227.88,209.06,214.22,112,250,89.9,463.27,105202,22536372.44,5.99
TSL-PART-00362,Supplier-082,493.25,430.35,418.68,43,100,73.5,3999.95,18816,7877882.88,15.12
TSL-PART-00363,Supplier-159,1113.36,1050.05,983.0,52,50,86.9,9114.36,110180,108306940.0,11.71
TSL-PART-00364,Supplier-353,1118.35,973.63,1075.81,49,250,80.3,18165.82,77366,83231116.46,3.8
TSL-PART-00365,Supplier-174,744.72,670.25,685.24,91,500,81.6,15784.29,120376,82486450.24,7.99
TSL-PART-00366,Supplier-325,111.46,100.05,108.68,75,100,86.0,24838.8,2196,238661.28,2.49
TSL-PART-00367,Supplier-210,516.98,463.49,486.92,35,100,98.9,8572.62,13919,6777439.48,5.81
TSL-PART-00368,Supplier-184,672.09,605.56,633.64,63,50,96.3,21404.62,190973,121008131.72,5.72
TSL-PART-00369,Supplier-059,890.01,779.28,751.34,112,100,98.9,8644.19,33732,25344200.88,15.58
TSL-PART-00370,Supplier-234,1095.46,963.12,941.61,33,1000,93.4,6314.07,166498,156776181.78,14.04
TSL-PART-00371,Supplier-482,1195.26,1088.53,1127.81,25,100,73.5,12375.12,161507,182149209.67,5.64
TSL-PART-00372,Supplier-391,496.48,445.8,452.01,72,500,74.3,12151.2,141257,63849576.57,8.96
TSL-PART-00373,Supplier-191,1061.3,934.32,902.68,95,100,76.6,7789.71,86628,78197363.04,14.95
TSL-PART-00374,Supplier-342,993.8,926.16,846.9,24,50,99.0,22226.14,13570,11492433.0,14.78
TSL-PART-00375,Supplier-390,702.15,604.96,610.8,49,500,84.6,23213.61,36514,22302751.2,13.01
TSL-PART-00376,Supplier-128,684.54,644.03,648.65,73,50,92.5,13402.13,67782,43966794.3,5.24
TSL-PART-00377,Supplier-245,1177.92,1116.45,1124.35,36,50,92.1,16322.54,141694,159313648.9,4.55
TSL-PART-00378,Supplier-314,454.2,422.88,437.45,62,100,98.2,17067.76,171973,75229588.85,3.69
TSL-PART-00379,Supplier-316,527.1,494.9,505.05,77,500,72.7,7344.48,65428,33044411.4,4.18
TSL-PART-00380,Supplier-107,605.52,532.89,591.76,8,50,72.6,16892.3,133913,79244356.88,2.27
TSL-PART-00381,Supplier-356,861.43,747.56,781.5,29,50,92.1,10086.09,109655,85695382.5,9.28
TSL-PART-00382,Supplier-046,631.22,590.13,625.13,103,500,70.4,10522.67,14508,9069386.04,0.96
TSL-PART-00383,Supplier-396,722.28,631.15,598.99,107,100,95.3,21906.5,15165,9083683.35,17.07
TSL-PART-00384,Supplier-351,462.43,417.96,423.77,40,250,84.8,13939.14,44473,18846323.21,8.36
TSL-PART-00385,Supplier-356,80.26,75.33,69.43,39,100,77.5,23355.96,22076,1532736.68,13.49
TSL-PART-00386,Supplier-349,731.73,637.46,715.88,61,1000,96.4,18256.7,109127,78121836.76,2.17
TSL-PART-00387,Supplier-337,745.79,694.58,705.96,98,500,91.5,13820.14,90675,64012923.0,5.34
TSL-PART-00388,Supplier-179,372.59,340.13,336.73,84,500,78.5,17644.58,28340,9542928.2,9.62
TSL-PART-00389,Supplier-241,744.71,668.67,614.8,61,250,91.5,8292.36,114895,70637446.0,17.44
TSL-PART-00390,Supplier-081,743.41,681.96,613.77,87,250,78.8,11570.33,90834,55751184.18,17.44
TSL-PART-00391,Supplier-264,435.48,389.92,428.91,81,100,85.6,11200.28,96837,41534357.67,1.51
TSL-PART-00392,Supplier-293,877.85,761.63,856.42,50,50,91.7,20687.18,139686,119629884.12,2.44
TSL-PART-00393,Supplier-250,709.26,610.96,654.75,102,250,82.3,7974.4,56471,36974387.25,7.69
TSL-PART-00394,Supplier-138,126.5,111.35,114.47,45,250,93.6,13830.84,78901,9031797.47,9.51
TSL-PART-00395,Supplier-061,566.44,503.71,504.26,25,50,74.6,10715.63,54056,27258278.56,10.98
TSL-PART-00396,Supplier-054,1054.42,948.59,867.61,9,250,85.0,23565.66,60632,52604929.52,17.72
TSL-PART-00397,Supplier-239,919.12,802.81,841.4,24,250,70.9,21362.16,160403,134963084.2,8.46
TSL-PART-00398,Supplier-358,173.9,162.17,162.35,83,100,98.4,23281.88,161345,26194360.75,6.64
TSL-PART-00399,Supplier-422,1143.13,1038.53,1057.02,75,50,75.1,10958.62,6335,6696221.7,7.53
TSL-PART-00400,Supplier-142,304.92,269.31,265.43,82,250,74.7,9925.75,145182,38535658.26,12.95
TSL-PART-00401,Supplier-419,419.26,382.37,406.83,55,50,82.8,6826.16,138741,56444001.03,2.96
TSL-PART-00402,Supplier-468,250.86,228.77,246.51,29,250,71.9,5954.2,148547,36618320.97,1.73
TSL-PART-00403,Supplier-441,876.16,828.47,868.86,89,500,95.3,11081.59,120383,104595973.38,0.83
TSL-PART-00404,Supplier-392,672.45,600.88,635.9,88,500,75.6,4161.65,28176,17917118.4,5.44
TSL-PART-00405,Supplier-055,688.3,615.65,648.21,26,100,88.3,24904.0,91296,59178980.16,5.82
TSL-PART-00406,Supplier-066,832.18,714.12,693.65,20,100,92.9,4359.54,88169,61158426.85,16.65
TSL-PART-00407,Supplier-238,708.5,665.49,595.87,45,250,84.5,18788.14,80229,47806054.23,15.9
TSL-PART-00408,Supplier-079,411.99,369.17,369.94,36,100,71.0,20847.32,125212,46320927.28,10.21
TSL-PART-00409,Supplier-134,1110.21,1009.78,1006.1,70,500,79.2,23978.64,161493,162478107.3,9.38
TSL-PART-00410,Supplier-144,694.6,655.26,675.05,68,250,87.7,7535.29,182802,123400490.1,2.81
TSL-PART-00411,Supplier-335,876.84,787.05,776.73,29,100,80.7,21916.68,37313,28982126.49,11.42
TSL-PART-00412,Supplier-125,189.08,169.05,187.35,22,50,88.8,7263.74,64144,12017378.4,0.91
TSL-PART-00413,Supplier-373,437.13,380.11,373.98,67,1000,84.9,12617.62,148978,55714792.44,14.45
TSL-PART-00414,Supplier-460,931.76,810.62,928.0,71,1000,83.9,14446.26,192265,178421920.0,0.4
TSL-PART-00415,Supplier-221,407.99,384.42,385.68,83,50,77.1,12789.24,15959,6155067.12,5.47
TSL-PART-00416,Supplier-337,872.36,767.03,768.22,37,100,97.6,4020.11,66949,51431560.78,11.94
TSL-PART-00417,Supplier-279,592.04,544.78,553.73,75,100,86.3,24733.65,101821,56381342.33,6.47
TSL-PART-00418,Supplier-138,958.66,894.78,929.9,55,100,76.4,4286.6,169314,157445088.6,3.0
TSL-PART-00419,Supplier-310,889.78,761.03,833.63,49,100,80.6,1637.04,74304,61942043.52,6.31
TSL-PART-00420,Supplier-166,307.07,271.87,289.18,81,50,73.4,108.34,114540,33122677.2,5.83
TSL-PART-00421,Supplier-044,184.18,169.14,174.64,85,500,93.0,18687.32,43641,7621464.24,5.18
TSL-PART-00422,Supplier-022,445.55,385.84,399.12,66,250,87.2,1271.46,151688,60541714.56,10.42
TSL-PART-00423,Supplier-015,319.07,299.05,298.66,52,50,92.6,5607.43,83157,24835669.62,6.4
TSL-PART-00424,Supplier-316,427.67,395.24,391.77,21,1000,89.8,13075.78,61340,24031171.8,8.39
TSL-PART-00425,Supplier-415,85.78,73.89,78.29,55,100,97.9,5488.89,27195,2129096.55,8.73
TSL-PART-00426,Supplier-131,547.38,481.0,473.96,101,500,91.6,20726.32,4928,2335674.88,13.41
TSL-PART-00427,Supplier-116,802.7,736.02,701.1,59,1000,89.6,11906.09,154608,108395668.8,12.66
TSL-PART-00428,Supplier-322,420.72,366.73,382.23,11,50,87.6,22239.55,110407,42200867.61,9.15
TSL-PART-00429,Supplier-457,822.0,771.97,737.57,13,1000,72.1,22191.38,171404,126422448.28,10.27
TSL-PART-00430,Supplier-301,803.88,717.34,799.23,27,100,71.9,11781.74,11421,9128005.83,0.58
TSL-PART-00431,Supplier-153,92.63,84.97,81.41,50,50,92.3,5418.67,22637,1842878.17,12.11
TSL-PART-00432,Supplier-416,978.46,910.11,886.93,94,250,90.9,9124.31,142251,126166679.43,9.35
TSL-PART-00433,Supplier-409,135.35,117.32,113.66,71,50,76.9,22133.52,85341,9699858.06,16.03
TSL-PART-00434,Supplier-122,610.44,545.78,576.27,68,100,98.6,20611.94,66306,38210158.62,5.6
TSL-PART-00435,Supplier-131,1068.56,963.15,1037.44,53,500,74.2,5976.55,103111,106971475.84,2.91
TSL-PART-00436,Supplier-190,1099.84,976.89,909.68,35,500,83.0,12321.75,131328,119466455.04,17.29
TSL-PART-00437,Supplier-068,482.24,421.16,455.59,69,1000,98.9,18368.27,94662,43127060.58,5.53
TSL-PART-00438,Supplier-403,5.04,4.33,4.95,119,50,96.4,7698.99,60207,298024.65,1.79
TSL-PART-00439,Supplier-267,686.03,641.94,670.24,30,250,75.8,17570.05,26970,18076372.8,2.3
TSL-PART-00440,Supplier-323,1195.77,1055.92,1136.47,54,50,73.0,2402.9,135768,154296258.96,4.96
TSL-PART-00441,Supplier-473,805.14,694.95,785.97,11,1000,73.0,13262.68,178494,140290929.18,2.38
TSL-PART-00442,Supplier-112,255.75,226.54,220.52,93,50,77.6,9885.14,76886,16954900.72,13.78
TSL-PART-00443,Supplier-057,649.21,597.9,609.81,28,1000,84.4,1549.12,122722,74837102.82,6.07
TSL-PART-00444,Supplier-355,672.21,627.22,634.86,7,100,94.8,20924.64,51879,32935901.94,5.56
TSL-PART-00445,Supplier-151,908.8,832.59,822.49,34,250,70.9,7125.52,37065,30485591.85,9.5
TSL-PART-00446,Supplier-388,1017.56,931.8,1005.37,108,100,84.3,4767.82,128260,128948756.2,1.2
TSL-PART-00447,Supplier-416,1014.92,879.69,988.55,76,250,74.2,14413.9,86179,85192250.45,2.6
TSL-PART-00448,Supplier-005,1034.86,903.41,1008.61,102,100,88.7,22206.39,124845,125919915.45,2.54
TSL-PART-00449,Supplier-116,1073.01,913.44,1055.86,83,500,91.1,20648.33,158877,167751869.22,1.6
TSL-PART-00450,Supplier-077,450.25,417.1,382.24,7,50,77.0,3158.82,92074,35194365.76,15.1
TSL-PART-00451,Supplier-415,457.9,402.0,449.34,116,100,84.4,10361.61,72290,32482788.6,1.87
TSL-PART-00452,Supplier-174,558.46,503.61,525.85,84,50,84.3,23745.14,116142,61073270.7,5.84
TSL-PART-00453,Supplier-323,851.96,733.6,814.76,43,100,73.2,4605.55,132519,107971180.44,4.37
TSL-PART-00454,Supplier-189,32.06,27.53,32.01,44,50,90.2,13502.22,99714,3191845.14,0.16
TSL-PART-00455,Supplier-088,481.22,427.26,412.82,15,250,88.5,147.34,5601,2312204.82,14.21
TSL-PART-00456,Supplier-281,103.34,97.35,93.62,40,100,80.4,2372.03,31030,2905028.6,9.41
TSL-PART-00457,Supplier-058,787.16,742.61,762.4,49,100,72.3,6712.73,59407,45291896.8,3.15
TSL-PART-00458,Supplier-201,367.93,320.76,365.42,66,500,82.3,6019.45,37889,13845398.38,0.68
TSL-PART-00459,Supplier-016,81.92,75.31,75.07,90,250,82.1,13971.67,52869,3968875.83,8.36
TSL-PART-00460,Supplier-231,135.22,118.78,120.24,59,250,83.5,4973.04,61264,7366383.36,11.08
TSL-PART-00461,Supplier-459,1076.21,949.58,986.72,54,250,78.1,15552.92,170720,168452838.4,8.32
TSL-PART-00462,Supplier-383,1020.69,945.49,947.49,39,250,97.7,21886.41,198339,187924219.11,7.17
TSL-PART-00463,Supplier-077,903.47,828.79,797.47,51,250,70.3,20394.69,76085,60675504.95,11.73
TSL-PART-00464,Supplier-349,338.33,318.37,330.09,91,250,94.7,18087.46,158385,52281304.65,2.44
TSL-PART-00465,Supplier-451,599.89,512.61,503.53,32,100,86.4,2748.72,9016,4539826.48,16.06
TSL-PART-00466,Supplier-292,1130.15,1064.83,1052.94,109,500,85.1,6013.48,51124,53830504.56,6.83
TSL-PART-00467,Supplier-159,1046.47,915.48,887.11,15,250,95.6,8312.82,124957,110850604.27,15.23
TSL-PART-00468,Supplier-007,837.95,735.71,756.03,66,500,76.6,16509.08,8941,6759664.23,9.78
TSL-PART-00469,Supplier-261,955.25,833.76,876.33,12,100,74.8,7538.84,146141,128067742.53,8.26
TSL-PART-00470,Supplier-384,30.29,26.73,25.3,99,250,71.0,593.16,87236,2207070.8,16.47
TSL-PART-00471,Supplier-343,875.46,790.53,794.13,106,500,99.0,19349.63,5448,4326420.24,9.29
TSL-PART-00472,Supplier-270,578.99,530.87,482.74,45,100,77.2,22405.53,22012,10626072.88,16.62
TSL-PART-00473,Supplier-265,230.76,203.65,189.74,25,500,72.9,17388.33,2697,511728.78,17.78
TSL-PART-00474,Supplier-091,1150.56,1064.93,987.74,50,500,93.7,8352.78,53256,52603081.44,14.15
TSL-PART-00475,Supplier-198,1044.86,892.65,1038.37,34,250,98.4,16151.13,197602,205183988.74,0.62
TSL-PART-00476,Supplier-294,1011.86,901.9,857.38,105,50,97.9,17936.53,118605,101689554.9,15.27
TSL-PART-00477,Supplier-385,493.59,445.49,443.77,109,1000,88.6,3985.01,139086,61722194.22,10.09
TSL-PART-00478,Supplier-240,270.63,237.92,227.2,9,100,72.2,21014.23,37387,8494326.4,16.05
TSL-PART-00479,Supplier-160,785.62,721.4,777.57,107,500,89.0,18517.98,158369,123142983.33,1.02
TSL-PART-00480,Supplier-482,602.13,523.8,563.82,20,1000,81.5,13045.32,188055,106029170.1,6.36
TSL-PART-00481,Supplier-142,812.05,702.23,776.73,21,50,89.1,3275.0,150,116509.5,4.35
TSL-PART-00482,Supplier-019,497.89,447.63,411.0,33,100,98.6,20607.34,112701,46320111.0,17.45
TSL-PART-00483,Supplier-297,1111.19,986.9,970.87,36,100,77.8,8789.64,182614,177294454.18,12.63
TSL-PART-00484,Supplier-076,1150.51,1080.41,1104.87,91,100,85.4,4505.39,30111,33268740.57,3.97
TSL-PART-00485,Supplier-062,953.98,825.68,828.74,93,50,83.5,24802.33,160717,133192606.58,13.13
